SMILES	hitc
CC12CC3CC(C)(C1)CC(N)(C3)C2	0
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1	0
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O	0
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1	0
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O	0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO	0
CC12CCC(C1)C(C)(C)C2=O	0
CC12CCC(C1)C(C)(C)C2O	0
CC12CCC(CC1)C(C)(C)O2	0
CC12CCC(CC1=O)C2(C)C	0
CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C	0
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O	0
CC12CCCC=C1C(=O)OC2=O	0
CC12NC(Cc3ccccc31)c1ccccc12	0
CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O	0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1	0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	0
CC1=C(Br)C(=O)C(Br)=CC1=C(c1ccccc1S(=O)(=O)O)c1cc(Br)c(O)c(Br)c1C	0
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1	0
CC1=C(C(=O)Nc2ccccc2)SCCO1	0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1	0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1	0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1	0
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O	0
CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O	0
CC1=C(C)S(=O)(=O)CCS1(=O)=O	0
CC1=C(C=O)C(C)(C)CC=C1	0
CC1=C(C=O)C(C)(C)CCC1	0
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1	0
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1	0
CC1=C(CC=O)C(C)(C)CCC1	0
CC1=C(O)C(=O)C(C)O1	0
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O	0
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C	0
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C	0
CC1=CC(=O)C2CC1C2(C)C	0
CC1=CC(=O)CC(C)(C)C1	0
CC1=CC(=O)CC(C)(C)C1=O	0
CC1=CC(=O)CCC1	0
CC1=CC(=O)NS(=O)(=O)O1	0
CC1=CC(C)(C)Nc2ccccc21	0
CC1=CC(C)C(C=O)C(C)C1	0
CC1=CC(C)C(C=O)CC1	0
CC1=CC(O)=NS(=O)(=O)O1	0
CC1=CC(O)CC(C)(C)C1	0
CC1=CC2C3CC(C=C3C)C2C1	0
CC1=CCC(C(C)(C)O)CC1	0
CC1=CCC(C(C)C)=CC1	0
CC1=CCC(C(C)C)C=C1	0
CC1=CCC(CC=O)C1(C)C	0
CC1=CCC23CC1C(C)(C)C2CCC3C	0
CC1=CCC2C(C1)C2(C)C	0
CC1=CCC2CC1C2(C)C	0
CC1=CCCC(C)(C)C12CCC(C)O2	0
CC1=CC[C@H]2C[C@@H]1C2(C)C	0
CC1=NC(=O)C(C#N)=CC1c1ccc2nccn2c1	0
CC1=NC(=O)C(C#N)=CC1c1ccncc1	0
CC1=NC(=O)N(C(C)(C)C)C(=O)C1Cl	0
CC1=NC(=S)NC(=O)C1	0
CC1=NC(C(C)C)=NC(=O)C1	0
CC1=NC(C)=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C1P1(=O)OCC(C)(C)CO1	0
CC1=NC(C)OC1C	0
CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1/N=N/c1ccc(S(=O)(=O)O)cc1	0
CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1	0
CC1=NN(c2cc(S(=O)(=O)O)ccc2Cl)C(=O)C1/N=N/c1ccccc1	0
CC1=NN(c2cc(S(=O)(=O)O)ccc2Cl)C(=O)C1N=Nc1ccccc1	0
CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1	0
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1	0
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccccc1	0
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1	0
CC1=NN(c2ccccc2)C(=O)C1	0
CC1=NNC(=O)N(N=Cc2cccnc2)C1	0
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1	0
CC1=Nc2ccc3ccccc3c2C1(C)C	0
CC1=Nc2ccccc2C1(C)C	0
CC1C(=N)C(=O)N(c2ccccc2)N1C	0
CC1C(=NC(=O)c2cccnc2)C(=O)N(c2ccccc2)N1C	0
CC1C(=O)C(=O)C=CN1C	0
CC1C(=O)CC2(C(C)C)CC12	0
CC1C(=O)CC2C3(C)CCC2(C(C)C(=O)O)C(=O)C13	0
CC1C(=O)N=C2Nc3cccc(Cl)c3CN21	0
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23	0
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C	0
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O	0
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1	0
CC1C(c2ccccc2)N=C(O)N1C	0
CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C	0
CC1C2Cc3ccc(O)cc3C1(C)CCN2C	0
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1	0
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1	0
CC1C=CC=C1	0
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O	0
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O	0
CC1C=NC(=S)NC1=O	0
CC1CC(=O)CC(C)(C)C1	0
CC1CC(=O)NN=C1c1ccc(NCC(C)(C)NCC(O)COc2cc(Cl)ccc2C#N)cc1	0
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1	0
CC1CC(=O)O1	0
CC1CC(C)C(=O)C1=O	0
CC1CC(CC2CCC(N)C(C)C2)CCC1N	0
CC1CC(O)CC(C)(C)C1	0
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1	0
CC1CC2(OC3CC4(C)C5=CCC6C(C)(C)C(OC7OCC(O)C(O)C7O)CCC67CC57CCC4(C)C13)OC(O)C1(C)OC21	0
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12	0
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12	0
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C	0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO	0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO	0
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O	0
CC1CCC(=O)C1=O	0
CC1CCC(=O)O1	0
CC1CCC(C(C)(C)S)C(=O)C1	0
CC1CCC(C(C)C)C(=O)C1	0
CC1CCC(C(C)C)C(O)C1	0
CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1	0
CC1CCC(C(C)CS)CC1S	0
CC1CCC(CO)CC1	0
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C	0
CC1CCC2(NC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C	0
CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CC(=O)C3(C)C1C2C	0
CC1CCC2C(C)(C)C3CC12CCC3(C)O	0
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4	0
CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4	0
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4	0
CC1CCCC(=O)C1=O	0
CC1CCCC(C)N1	0
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	0
CC1CCCC1	0
CC1CCCCC1NC(=O)Nc1ccccc1	0
CC1CCCCN1CCCOC(=O)c1ccccc1	0
CC1CCCNC1	0
CC1CCCO1	0
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1	0
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	0
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	0
CC1CCc2nccnc21	0
CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1	0
CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1	0
CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1	0
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1	0
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1	0
CC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C	0
CC1CN1	0
CC1CN1P(=O)(N1CC1C)N1CC1C	0
CC1CNCCc2ccc(Cl)cc21	0
CC1CNc2c(cccc2S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCC(C)CC2C(=O)O)C1	0
CC1COC(=O)O1	0
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1	0
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	0
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	0
CC1COc2ccccc2N1	0
CC1COc2ccccc2N1C(=O)C(Cl)Cl	0
CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1	0
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	0
CC1N=C(N)OC1c1ccccc1	0
CC1NCCOC1c1ccccc1	0
CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21	0
CC1OC(=O)C(=O)C1C	0
CC1OC(C)C(=O)C1=O	0
CC1OC(C)OC(C)O1	0
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O	0
CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O	0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	0
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O	0
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O	0
CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1	0
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	0
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	0
CC1OC1C1CCC2(C)OC2C1	0
CC1OC1P(=O)(O)O	0
CC1OC=CC(=O)C1=O	0
CC1OCC(=O)C1=O	0
CC1OCCC1=O	0
CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21	0
CC=C(C)C#N	0
CC=C(C)C(=O)OCC=C(C)CCC=C(C)C	0
CC=C(C)C(=O)OCCC(C)CCC=C(C)C	0
CC=C(C)C(=O)OCCC=CCC	0
CC=C(C)C(=O)OCCc1ccccc1	0
CC=C(C)C(=O)OCc1ccccc1	0
CC=C(C)C(C)=O	0
CC=C(C)C=CC=C(C)C	0
CC=C(C)C=O	0
CC=C(CC)C(=O)NC(N)=O	0
CC=C(CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C)C(C)C	0
CC=C(Cl)Cl	0
CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	0
CC=C1C2C=C(C)CC1(N)C1C=CC(=O)N=C1C2	0
CC=C1CC2C=CC1C2	0
CC=CC(=O)CC	0
CC=CC(=O)CCCC	0
CC=CC(=O)N(CC)c1ccccc1C	0
CC=CC(=O)Oc1c(CCCCCC(C)C)cc([N+](=O)[O-])cc1[N+](=O)[O-]	0
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1	0
CC=CC=CC(=O)O	0
CC=CC=CC=O	0
CC=CC=CCCCCCCCO	0
CC=CC=CCO	0
CC=CC=CCOC(=O)C(C)C	0
CC=CC=NNC(=O)c1ccncc1	0
CC=CC=O	0
CC=CCC#N	0
CC=CCC=CCCCCCCCCOC(C)=O	0
CC=Cc1ccc(OC)cc1	0
CC=Cc1ccc2c(c1)OCO2	0
CCBr	0
CCC#N	0
CCC(=CC(N=O)C(N)=O)C(C)[N+](=O)[O-]	0
CCC(=NOC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O	0
CCC(=NOCC=CCl)C1=C(O)CC(C2CCOCC2)CC1=O	0
CCC(=NOCC=CCl)C1C(=O)CC(C2CCOCC2)CC1=O	0
CCC(=O)C(=O)CC	0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	0
CCC(=O)C1CC(C(C)C)CC=C1C	0
CCC(=O)C=CC1C(C)=CCCC1(C)C	0
CCC(=O)C=Cc1ccc(OC)cc1	0
CCC(=O)CC	0
CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1	0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	0
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1	0
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1	0
CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1	0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C	0
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1	0
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1C	0
CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1	0
CCC(=O)N(c1ccccc1)C1CCN(Cc2cccs2)CC1	0
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1	0
CCC(=O)Nc1ccc(O)cc1	0
CCC(=O)Nc1cccc(N)c1	0
CCC(=O)O	0
CCC(=O)OC(=O)CC	0
CCC(=O)OC(C)(C)C1CC=C(C)CC1	0
CCC(=O)OC(C)c1ccccc1	0
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C	0
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C	0
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	0
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	0
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	0
CCC(=O)OC1(c2ccccc2)CCN(C)CC1	0
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C	0
CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC	0
CCC(=O)OC1CC2CCC1(C)C2(C)C	0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C	0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C	0
CCC(=O)OCC=Cc1ccccc1	0
CCC(=O)OCCc1ccccc1	0
CCC(=O)OCc1ccc(OC)cc1	0
CCC(=O)OCc1ccccc1	0
CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C	0
CCC(=O)c1c(O)cc(O)cc1O	0
CCC(=O)c1ccc(Cl)cc1	0
CCC(=O)c1ccc(O)cc1	0
CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2	0
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2	0
CCC(=O)c1cccc(Cl)c1	0
CCC(=O)c1ccccc1	0
CCC(C(=O)NC(N)=O)c1ccccc1	0
CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1	0
CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C	0
CCC(C(=O)OCCN(CC)CC)c1ccccc1	0
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1	0
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O	0
CCC(C)(C#N)/N=N/C(C)(C#N)CC	0
CCC(C)(C#N)N=NC(C)(C#N)CC	0
CCC(C)(C)C	0
CCC(C)(C)C(=O)O	0
CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2	0
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	0
CCC(C)(C)C1CCC(OC)CC1	0
CCC(C)(C)C1CCCCC1OC(C)=O	0
CCC(C)(C)CC	0
CCC(C)(C)O	0
CCC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O	0
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1	0
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O	0
CCC(C)(C)c1ccc(CC(C)CN2CC(C)OC(C)C2)cc1	0
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1	0
CCC(C)(CCC(C)C)C(=O)O	0
CCC(C)(CCCC(C)C)OC(C)=O	0
CCC(C)(CN(C)C)OC(=O)c1ccccc1	0
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl	0
CCC(C)(O)CCCC(C)C	0
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O	0
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC	0
CCC(C)=NO	0
CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC	0
CCC(C)=O	0
CCC(C)Br	0
CCC(C)C(=O)O	0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	0
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21	0
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	0
CCC(C)C(=O)OCCc1ccccc1	0
CCC(C)C(C(=O)O)n1sc2ccccc2c1=O	0
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1	0
CCC(C)C1CCCCC1=O	0
CCC(C)C1N=C(C)C(C)S1	0
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC(C)=O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	0
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	0
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	0
CCC(C)C=O	0
CCC(C)CO	0
CCC(C)COC(=O)CC(C)C	0
CCC(C)COC(C)=O	0
CCC(C)Cl	0
CCC(C)N	0
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1	0
CCC(C)N1C(=O)N=C(C)C(Br)C1=O	0
CCC(C)N=O	0
CCC(C)NC(N)=O	0
CCC(C)O	0
CCC(C)OC(=O)N1CCCCC1CCO	0
CCC(C)OC(C)CC	0
CCC(C)S	0
CCC(C)SSC(C)CC	0
CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	0
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	0
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C	0
CCC(C)c1cccc(C(C)CC)c1O	0
CCC(C)c1ccccc1O	0
CCC(C)c1nccnc1OC	0
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O	0
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	0
CCC(C=O)CC	0
CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(C3CCC3)cs2)c1)C(=O)O	0
CCC(CC)C(=O)O	0
CCC(CC)C(C)CCOC(C)=O	0
CCC(CC)CO	0
CCC(CC)Nc1ccc(C)c(C)c1	0
CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN	0
CCC(CO)(CO)CO	0
CCC(CO)(CO)COCC(CC)(CO)CO	0
CCC(CO)(CO)[N+](=O)[O-]	0
CCC(CO)CO	0
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	0
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1	0
CCC(CO)NCCNC(CC)CO	0
CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS	0
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C	0
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O	0
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl	0
CCC(Cl)CCl	0
CCC(Cl)[N+](=O)[O-]	0
CCC(N)(CO)CO	0
CCC(N)CO	0
CCC(N)Cc1c[nH]c2ccccc12	0
CCC(N)c1ccccc1	0
CCC(NC(=O)c1cc(F)ccc1NS(=O)(=O)c1cccc2cccnc12)c1ccccc1	0
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1	0
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12	0
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	0
CCC(O)OC(O)CC	0
CCC(O)OCC(C)OC(O)CC	0
CCC(O)OCCCOC	0
CCC(O)c1ccccc1	0
CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1	0
CCC(OCCCOC)OC(C)=O	0
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	0
CCC/C=C/C=O	0
CCC1(C)CC(=O)NC(=O)C1	0
CCC1(C)CC(=O)NC1=O	0
CCC1(C)NC(=O)NC1=O	0
CCC1(C2=NCCN2)Cc2ccccc2O1	0
CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1	0
CCC1(CC)C(=O)CC=NC1=O	0
CCC1(CC)C(=O)NC(=O)N(C)C1=O	0
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	0
CCC1(CO)COCOC1	0
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1	0
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1	0
